,sentence
1714,"""|PMS Wala|VBN sila|PRP dito|PRL .|PMP  
"
1715,"""|PMS Lumukso|VBAF naman|RBI siya|PRS sa|CCT kanan|JJD an|DTC pinakiramdaman|VBTS niya|PRS .|PMP  
"
1716,"""|PMS Wala|VBN rin|RBI sila|PRP rito|PRL .|PMP ""|PMS  
"
1717,"""|PMS Magagaling|JJD naman|RBI pala|NNC kayong|JJC tumago|NNC ,|PMC ""|PMS sabi|VBS ni|DTP Hanah|NNP Hunyango|NNP .|PMP
"
1718,"May|VBH narinig|VBTS siya|PRS sa|CCT bandang|JJD_CCP likuran|NNC .|PMP  
"
1719,"""|PMS Aha|NNP !|PMS
"
1720,"Nandiyan|VBTS lang|RBI pala|NNC kayo|PRP ,|PMC ""|PMS sabi|VBS ni|DTP Hanah|NNP sabay|RBD lingon|VBOF sa|CCT likuran|NNC .|PMP
"
1721,"Nagulat|VBTS siya|PRS sa|CCT kaniyang|PRSP_CCP nakita|VBTS .|PMP
"
1722,"Hindi|RBF alam|VBS ng|CCB kaniyang|PRSP_CCP mga|DTCP kaibigan|NNC na|CCP papunta|RBD na|CCP sa|CCT kanila|PRSP ang|DTC isang|PRI_CCP agila|NNC .|PMP  
"
1723,"""|PMS Hala|NNP !|PMS
"
1724,"Anong|PRQ_CCP gagawin|VBTF ko|PRS ?|PMQ
"
1725,"Tatago|NNP ba|FW ako|PRS o|CCT tutulungan|VBTF ko|PRS sila|PRP ?|PMQ
"
1726,"Kaya|CCR ko|PRS ba|RBI silang|PRP_CCP tulungan|VBTF_VBOF ?|PMQ  
"
1727,"""|PMS Tumalon|NNP -|PMS talon|NNC si|DTP Hanah|NNP Hunyango|NNP kaya|CCR nakuha|VBTS niya|PRS ang|DTC atensyon|NNC ng|CCB agila|NNC .|PMP
"
1728,"Papunta|VBW na|CCP ito|PRO sa|CCT kaniya|PRSP .|PMP
"
1729,"Sa|CCT ginawa|VBTS niyang|PRS_CCP ito|PRO nabigyan|VBTS ng|CCB oras|NNC na|CCP makatakbo|VBW at|CCA makatago|VBW ang|DTC dalawa|JJN niyang|PRS_CCP kaibigan|NNC .|PMP
"
1730,"Mabilis|RBD ang|DTC takbo|NNC ni|DTP Hanah|NNP Hunyango|NNP habang|RBW nakasunod|VBTS sa|CCT kaniya|PRSP ang|DTC agila|NNC .|PMP  
"
1731,"""|PMS Sige|NNP ,|PMC habol|NNC agila|NNC .|PMP
"
1732,"Hindi|RBF mo|PRS ako|PRS mahahanap|VBTF kahit|CCT maabutan|VBW mo|PRS ako|PRS !|PMS  
"
1733,"""|PMS ang|DTC malakas|JJD na|CCP loob|NNC na|CCP sabi|VBS ni|DTP Hanah|NNP sa|CCT sarili|NNC .|PMP
"
1734,"Nang|RBW malapit|JJD nang|RBW maabutan|VBW si|DTP Hanah|NNP ...|PMS ""|PMS Ooops|FW !|PMS
"
1735,"Ito|PRO na|CCP ang|DTC pagkakataon|NNC ko|PRS .|PMP  
"
1736,"""|PMS Nakakabit|VBTS si|DTP Hanah|NNP sa|CCT sanga|NNC at|CCA maayos|JJD ang|DTC pagkakayakap|VBW nito|PRO .|PMP  
"
1737,"""|PMS Ha|NNP !|PMS
"
1738,"Asan|NNP na|CCP ‘|PMS yon|PRO ?|PMQ
"
1739,"Napakabilis|VBTS niya|PRS naming|PRP_CCP makatago|VBW ,|PMC ""|PMS ang|DTC nagtatakang|VBTR sabi|VBS ng|CCB agila|NNC .|PMP
"
1740,"Ang|DTC hindi|RBF alam|VBS ng|CCB agila|NNC nandoon|RBL lang|RBI si|DTP Hanah|NNP Hunyango|NNP .|PMP
"
1741,"Ginaya|VBOF niya|PRS ang|DTC kulay|NNC ng|CCB paligid|NNC kaya|CCR di|RBF siya|PRS makita|VBW .|PMP
"
1742,"Pagod|JJD na|RBI at|CCA gutom|NNC ang|DTC agila|NNC kaya|CCR nang|RBW di|RBF niya|PRS na|CCP makanap|VBW si|DTP Hanah|NNP Hunyango|NNP ay|LM lumipad|VBAF na|CCP ito|PRO palayo|RBD .|PMP  
"
1743,"""|PMS Wheew|NNP !|PMS
"
1744,"Buti|NNP nalang|RBD_CCP nakatago|VBTS agad|RBW ako|PRS .|PMP  
"
1745,"""|PMS Lumabas|VBAF na|RBI rin|RBI ang|DTC dalawang|JJN_CCP kaibigan|NNC ni|DTP Hanah|NNP Hunyango|NNP sa|CCT pinagtataguan|VBTR_VBRF nila|PRP .|PMP  
"
1746,"""|PMS Salamat|RBS talaga|RBT Hanah|NNP dahil|CCR tinulungan|VBOF mo|PRS kami|PRP at|CCA hindi|RBF mo|PRS kami|PRP iniwan|VBOF ,|PMC ""|PMS sabi|VBS ni|DTP Tor|NNP Tuko|NNP .|PMP  
"
1747,"""|PMS Ngayon|RBW alam|VBS na|CCP namin|PRP na|CCP malaking|JJD_CCP tulong|NNC ang|DTC kakayahan|NNC mong|PRS_CCP magbagong|JJD_CCP kulang|NNC .|PMP
"
1748,"Hindi|RBF lamang|RBI para|CCT sa|CCT sarili|NNC mo|PRS kundi|CCT pati|CCA na|CCP sa|CCT ibang|PRI_CCP nangangailangan|VBTR ,|PMC ""|PMS ang|DTC sabi|VBS naman|RBI ni|DTP Tim|NNP Tambibili|NNP .|PMP  
"
1749,"""|PMS Mga|DTCP kaibigan|NNC ko|PRS kayo|PRP kaya|CCR hindi|RBF ko|PRS kayo|PRP pababayaan|NNC .|PMP
"
1750,"Buti|NNP nalang|VBTS_CCP di|RBF rin|RBI ako|PRS nakita|VBTS ng|CCB agila|NNC .|PMP ""|PMS  
"
1751,"""|PMS O|NNPA ,|PMC Ako|PRS pa|RBI ba|RBI ang|DTC taya|NNC ?|PMQ
"
1752,"Hehehe|NNP !|PMS
"
1753,"Kaya|CCR niyo|PRP na|CCP akong|PRS_CCP hanapin|VBOF dahil|CCR alam|VBS niyo|PRP na|CCP kung|RBK paano|RBQ ko|PRS gamitin|VBOF ang|DTC aking|PRSP_CCP kakayahan|NNC !|PMS  
"
1754,"""|PMS Tumawa|VBAF ang|DTC tatlong|JJN_CCP magkakaibigan|VBTF .|PMP
"
1755,"Maya|NNP -|PMS maya|NNC ...|PMS ""|PMS O|NNPA ,|PMC nasaan|JJD na|CCP si|DTP Hanah|NNP ?|PMQ  
"
1756,"""|PMS sabay|RBD na|CCP tanong|NNC ng|CCB dalawa|CDB .|PMP  
"
1757,"""|PMS Hahaha|NNP !|PMS
"
1758,"Nakatago|VBTS na|CCP agad|RBD si|DTP Hanah|NNP Hunyango|NNP ,|PMC ""|PMS sabi|VBS ni|DTP Tor|NNP Tuko|NNP .|PMP  
"
1759,"""|PMS Hahaha|NNP !|PMS
"
1760,"Oy|NNP ,|PMC Hanah|NNP ikaw|PRS pa|RBI rin|RBI ang|DTC taya|NNC ,|PMC ""|PMS sabi|VBS ni|DTP Tim|NNP Tambibili|NNP
"
1761,"Isang|PRI_CCP araw|NNC ,|PMC si|DTP Tongtong|NNP ay|LM nakaupong|VBTS_CCP sumasandal|VBTR_VBAF sa|CCT kanilang|PRSP_CCP pintuan|NNC ,|PMC tinatanaw|VBTR ang|DTC madilim|JJD na|CCP kalangitan|NNC ,|PMC at|CCA nakasimangot|RBD .|PMP  
"
1762,"""|PMS Tongtong|NNP_CCP ?|PMQ  
"
1763,"""|PMS may|VBH pag|CCR -|PMS aalalang|NNC_CCP tanong|NNC ng|CCB kaniyang|PRSP_CCP Nanay|NNC .|PMP  
"
1764,"""|PMS Nanay|NNC ,|PMC hindi|RBF pa|RBI nakauwi|VBTS si|DTP Kambang|NNP ,|PMC ""|PMS sagot|NNC ni|DTP Tongtong|NNP habang|RBW nangingilid|VBTR sa|CCT kaniyang|PRSP_CCP mga|DTCP mata|NNC ang|DTC mga|DTCP butil|NNC ng|CCB luha|NNC ,|PMC sa|CCT sobrang|JJCS_CCP pag|CCR -|PMS aalala|NNC sa|CCT kaniyang|PRSP_CCP aso|NNC .|PMP  
"
1765,"""|PMS Wala|VBN akong|PRS_CCP kalaro|NNC .|PMP  
"
1766,"""|PMS Nagsimula|VBTS ang|DTC pagtagaktak|NNC ng|CCB ulan|NNC sa|CCT kanilang|PRSP_CCP bubong|NNC .|PMP
"
1767,"Narinig|VBTS ni|DTP Tongtong|NNP ang|DTC tawa|NNC ng|CCB kaniyang|PRSP_CCP mga|DTCP kalaro|NNC .|PMP
"
1768,"Ilang|PRQ_CCP sandali|RBW lamang|RBI ay|LM nagsidatingan|VBTS sina|DTPP Akay|NNP ,|PMC Nene|NNP ,|PMC at|CCA Berto|NNP .|PMP  
"
1769,"""|PMS Tongtong|NNP ,|PMC halina|NNC at|CCA maligo|VBW at|CCA maglaro|VBAF tayo|PRP sa|CCT ulan|NNC !|PMS  
"
1770,"""|PMS aya|NNC ni|DTP Akay|NNP habang|RBW sinusuklay|VBTR ang|DTC basang|JJD_CCP buhok|NNC na|CCP nasa|RBL kaniyang|PRSP_CCP mukha|NNC .|PMP  
"
1771,"""|PMS Ayaw|RBF ko|PRS ,|PMC ""|PMS sagot|NNC ni|DTP Tongtong|NNP .|PMP  
"
1772,"""|PMS Hindi|RBF pa|RBI nakauuwi|VBTS si|DTP Kambang|NNP .|PMP  
"
1773,"""|PMS Lumapit|VBAF ang|DTC kaniyang|PRSP_CCP nanay|NNC at|CCA hinagod|VBOF ang|DTC likod|NNC ni|DTP Tongtong|NNP .|PMP  
"
1774,"""|PMS Tongtong|NNP ,|PMC naiintindihan|VBTR ko|PRS kung|RBK bakit|RBQ ka|PRS nalulungkot|VBTR ,|PMC ""|PMS sabi|VBS ng|CCB kaniyang|PRSP_CCP Nanay|NNC .|PMP  
"
1775,"""|PMS Ang|DTC damdamin|NNC natin|PRP ay|LM parang|CCT kalangitan|NNC .|PMP
"
1776,"Minsan|RBW maliwanag|JJD ,|PMC minsan|RBW madilim|JJD .|PMP
"
1777,"Kahit|CCT gusto|VBS nating|PRP_CCP laging|RBD_CCP mainit|JJD para|CCT makapaglaro|VBW ,|PMC ay|LM mayroon|VBH talagang|RBT_CCP panahon|NNC na|CCP kailangang|VBS_CCP umulan|VBAF .|PMP
"
1778,"Pero|CCT hindi|RBF ba|RBI ,|PMC maaari|VBS pa|RBI ring|RBI_CCP maglaro|VBAF kahit|CCT umuulan|VBTR ?|PMQ  
"
1779,"""|PMS Humarap|VBAF si|DTP Tongtong|NNP sa|CCT kaniyang|PRSP_CCP Nanay|NNC at|CCA tumango|NNC -|PMS tango|JJD .|PMP  
"
1780,"""|PMS Puwede|NNP bang|RBI_CCP hintayin|VBOF natin|PRP na|CCP humupa|VBAF ang|DTC ulan|NNC para|CCT makauwi|VBW si|DTP Kambang|NNP o|CCT hindi|RBF kaya|CCR ay|LM maglaro|VBAF ka|PRS muna|RBI kasama|CCB ang|DTC iyong|PRSP_CCP mga|DTCP kaibigan|NNC ,|PMC ""|PMS mungkahi|NNC ng|CCB kaniyang|PRSP_CCP Nanay|NNC .|PMP
"
1781,"Agad|RBD na|CCP tinanong|VBOF ng|CCB Nanay|NNC ni|DTP Tongtong|NNP_CCP sina|DTPP Akay|NNP ,|PMC Nene|NNP at|CCA Berto|NNP na|CCP basa|JJD na|CCP habang|RBW naglalakad|VBTR sa|CCT tubig|NNC -|PMS ulan|NNC .|PMP  
"
1782,"""|PMS Kayo|NNP ,|PMC ano|PRQ ang|DTC ginagawa|VBTR ninyo|PRP kung|CCR kayo|PRP ay|LM malungkot|JJD ?|PMQ ""|PMS  
"
1783,"""|PMS Tongtong|NNP ,|PMC kapag|CCR nalulungkot|VBTR ako|PRS ,|PMC hinihiram|VBOF ko|PRS ang|DTC <I>|NNPA lipstick|FW </I>|FW ng|CCB Nanay|NNC ,|PMC ""|PMS sagot|NNC ni|DTP Berto|NNP na|CCP nakatiklop|VBTS ang|DTC damit|NNC sa|CCT taas|NNC ng|CCB kaniyang|PRSP_CCP pusod|NNC .|PMP  
"
1784,"""|PMS Tapos|RBW ,|PMC haharap|VBTF sa|CCT salamin|NNC at|CCA magpahid|VBW ng|CCB lipstick|FW sa|CCT bibig|NNC .|PMP  
"
1785,"""|PMS Totoo|RBT ba|RBI ,|PMC Berto|NNP ?|PMQ  
"
1786,"""|PMS paninigurado|JJD ni|DTP Tongtong|NNP sa|CCT kaibigan|NNC .|PMP  
"
1787,"""|PMS Oo|RBT !|PMS
"
1788,"Tapos|RBW ,|PMC sasabihan|VBTF ako|PRS ng|CCB Nanay|NNC na|CCP maganda|JJD ako|PRS ,|PMC ""|PMS dagdag|JJD pa|RBI ni|DTP Berto|NNP habang|RBW nakatakip|VBTS ang|DTC kamay|NNC sa|CCT kaniyang|PRSP_CCP nakangiting|VBTS_CCP bunganga|NNC .|PMP  
"
1789,"""|PMS Ako|PRS naman|RBI ,|PMC Tongtong|NNC ,|PMC kapag|CCR nalulungkot|VBTR ako|PRS ay|LM nagbabasa|VBTR ako|PRS ng|CCB paborito|NNC kong|PRS_CCP libro|NNC tungkol|RBR sa|CCT mga|DTCP bituin|NNC at|CCA planeta|NNC ,|PMC ""|PMS sagot|NNC ni|DTP Nene|NNP .|PMP  
"
1790,"""|PMS Bakit|PRQ tungkol|RBR sa|CCT mga|DTCP bituin|NNC at|CCA planeta|NNC ang|DTC binabasa|VBTR mo|PRS ,|PMC Nene|NNP ?|PMQ  
"
1791,"""|PMS tanong|NNC ni|DTP Tongtong|NNP .|PMP  
"
1792,"""|PMS Kasi|NNP gusto|VBS ko|PRS na|CCP sa|CCT susunod|VBTF ay|LM makalipad|VBW ako|PRS papunta|VBW sa|CCT mga|DTCP bituin|NNC at|CCA planeta|NNC !|PMS  
"
1793,"""|PMS sagot|NNC ni|DTP Nene|NNP na|CCP may|VBH kinang|VBOF ang|DTC mga|DTCP mata|NNC habang|RBW nagkukuwento|VBTR .|PMP  
"
1794,"""|PMS Ako|PRS naman|RBI ,|PMC Tongtong|NNC ,|PMC tinutulungan|VBTR ko|PRS si|DTP Nanay|NNP na|CCP magdilig|VBAF ng|CCB mga|DTCP gulay|NNC sa|CCT likod|NNC -|PMS bahay|NNC kapag|CCR nalulungkot|VBTR ,|PMC ""|PMS sagot|NNC ni|DTP Akay|NNP .|PMP  
"
1795,"""|PMS Kumakain|VBTR_VBAF ka|PRS pala|NNC ng|CCB mga|DTCP gulay|NNC ,|PMC Akay|NNC ?|PMQ  
"
1796,"""|PMS tanong|NNC ni|DTP Tongtong|NNP .|PMP  
"
1797,"""|PMS Oo|RBT naman|RBI !|PMQ
"
1798,"Paborito|NNP ko|PRS talaga|RBT ang|DTC <I>|NNPA linapwahan|VBTR </I>|NNPA !|PMS  
"
1799,"""|PMS sagot|NNC ni|DTP Akay|NNP .|PMP  
"
1800,"""|PMS Para|CCT lumaki|VBAF ako|PRS na|CCP malakas|JJD !|PMS  
"
1801,"""|PMS dagdag|JJD pa|RBI niya|PRS .|PMP
"
1802,"At|CCA pinakita|VBOF ang|DTC kaniyang|PRSP_CCP mga|DTCP bisig|NNC kay|DTP Tongtong|NNP .|PMP  
"
1803,"""|PMS O|NNPA ,|PMC sasama|VBTF ka|PRS ba|RBI sa|CCT aming|PRSP_CCP paglalaro|NNC ,|PMC Tongtong|RBT_CCP ?|PMQ  
"
1804,"""|PMS tanong|NNC ni|DTP Akay|NNP .|PMP
"
1805,"Matipid|JJD na|CCP ngiti|NNC ang|DTC sagot|NNC ni|DTP Tongtong|NNP .|PMP
"
1806,"At|CCA niyakap|VBTS ni|DTP Tongtong|NNP ang|DTC kaniyang|PRSP_CCP Nanay|NNC .|PMP  
"
1807,"""|PMS Nanay|NNP ,|PMC sasama|VBTF ako|PRS kina|DTPP Akay|NNP para|CCT maligo|VBW sa|CCT ulan|NNC at|CCA maglaro|VBAF .|PMP ""|PMS  
"
1808,"""|PMS Oo|RBT ,|PMC ""|PMS sagot|NNC ng|CCB kaniyang|PRSP_CCP nanay|NNC na|CCP nakangiti|JJD .|PMP  
"
1809,"""|PMS Mag|NNP -|PMS ingat|FW kayo|PRP ,|PMC ha|NNCA ?|PMQ ""|PMS  
"
1810,"""|PMS Opo|NNP ,|PMC Nanay|NNP ,|PMC ""|PMS sagot|NNC ni|DTP Tongtong|NNP .|PMP
"
1811,"Agad|RBD na|CCP tumakbo|VBAF sina|DTPP Akay|NNP ,|PMC Nene|NNP ,|PMC at|CCA Berto|NNP sa|CCT ulan|NNC ,|PMC habang|RBW nakasunod|RBD na|CCP naglalakad|VBTR si|DTP Tongtong|NNP .|PMP
"
1812,"Nakasimangot|RBD siyang|PRS_CCP lumingon|VBAF sa|CCT kaniyang|PRSP_CCP Nanay|NNC ,|PMC na|CCP agad|RBW namang|RBI_CCP sinuklian|VBOF ng|CCB isang|PRI_CCP ngiti|NNC ng|CCB kaniyang|PRSP_CCP ina|NNC .|PMP
"
1813,"Tumingin|VBAF sa|CCT kalangitan|NNC si|DTP Tongtong|NNP at|CCA huminga|VBAF nang|RBD malalim|RBD bago|RBW tumakbong|VBAF_CCP sumisigaw|VBTR_VBAF ,|PMC ""|PMS Sali|FW ako|PRS !|PMQ
"
1814,"Sali|NNP ako|PRS !|PMS  
"
1815,"""|PMS Ano|PRQ ang|DTC mga|DTCP ginagawa|VBTR mo|PRS kapag|CCR ikaw|PRS ay|LM malungkot|JJD ?|PMQ
"
1816,"Samahan|NNP sina|DTPP Akay|NNP ,|PMC Nene|NNP ,|PMC at|CCA Berto|NNP na|CCP tulungan|VBOF si|DTP Tongtong|NNP na|CCP maibsan|VBW ang|DTC lungkot|NNC isang|PRI_CCP araw|NNC .|PMP
"
1817,"Noong|RBW_CCP unang|JJN_CCP panahon|NNC ,|PMC kaunti|PRI pa|RBI lamang|RBI ang|DTC nakatira|VBTS sa|CCT Sumagang|NNC .|PMP
"
1818,"Wala|VBN kasing|JJC ibang|PRI_CCP pinagkukunan|VBTR_VBRF ng|CCB tubig|NNC ang|DTC mga|DTCP tao|NNC kundi|CCT tubig|NNC -|PMS ulan|NNC lamang|RBI .|PMP
"
1819,"Isa|PRI sa|CCT mga|DTCP grupong|NNC_CCP nakatira|VBTS sa|CCT Sumagang|NNP ay|LM ang|DTC tribo|NNC ng|CCB Cimarron|NNP .|PMP
"
1820,"Si|DTP Apo|NNP Iraya|NNP ang|DTC mamumuno|VBW sa|CCT Tribo|NNP .|PMP
"
1821,"May|VBH isa|PRI siyang|PRS_CCP anak|NNC na|CCP lalaki|NNC na|CCP ang|DTC pangalan|NNC ay|LM Iraga|NNP .|PMP
"
1822,"Pagtatanim|NNP at|CCA panghuhuli|NNC ng|CCB mga|DTCP ilahas|NNC na|CCP hayop|NNC ang|DTC kanilang|PRSP_CCP ikinabubuhay|NNC .|PMP
"
1823,"Kaya|CCR ,|PMC laging|RBD_CCP nasa|RBL bukid|NNC ang|DTC mga|DTCP lalaking|NNC_CCP Cimarron|NNP upang|CCB magbantay|VBW ng|CCB mga|DTCP pananim|NNC at|CCA manilo|NNC ng|CCB baboy|NNC -|PMS damo|NNC .|PMP
"
1824,"Si|DTP Iraga|NNP ang|DTC pinakamasipag|JJCS_JJD na|CCP manananim|VBW sa|CCT buong|PRI_CCP tribo|NNC .|PMP
"
1825,"Siya|PRS ang|DTC may|VBH pinakamalawak|JJCS_JJD na|CCP taniman|NNC ng|CCB saging|NNC ,|PMC kamote|NNC at|CCA kamoteng|NNC -|PMS kahoy|NNC .|PMP
"
1826,"Kaya|CCR ,|PMC pinag|VBTR_VBRF -|PMS aagawan|VBTF ng|CCB husto|JJD ang|DTC mga|DTCP ani|NNC niya|PRS tuwing|RBW siya|PRS ay|LM umuuwi|VBTR_VBAF .|PMP
"
1827,"Biglang|RBD_CCP dumating|VBAF ang|DTC mahabang|JJD_CCP tag|FW -|PMS init|NNC .|PMP
"
1828,"Di|RBF man|RBI lang|RBI umuulan|VBTR_VBAF .|PMP
"
1829,"Kaya|CCR nagsimula|VBTS nang|RBW magsialisan|VBW ang|DTC ibang|PRI_CCP mga|DTCP tao|NNC sa|CCT Sumagang|NNC .|PMP
"
1830,"Ang|DTC tanging|JJD_CCP naiwan|VBTS ay|LM ang|DTC mga|DTCP Cimarron|NNP .|PMP
"
1831,"Naniniwala|VBTR sila|PRP na|CCP tutulungan|VBTF sila|PRP ni|DTP Gugurang|NNP (|PMS Diyos|NNP )|PMS .|PMP
"
1832,"Kaya|CCR araw|NNC -|PMS araw|RBW silang|PRP_CCP naghanda|VBTS at|CCA nag|VBTS -|PMS alay|NNC kay|DTP Gugurang|NNP upang|CCB umulan|VBAF .|PMP
"
1833,"Ngunit|CCT ano|PRQ kaya|CCR ’|NNCA yon|PRO at|CCA lalo|JJCC namang|RBI_CCP uminit|VBAF ng|CCB husto|JJD ang|DTC panahon|NNC !|PMS  
"
1834,"""|PMS Mga|DTCP kapatid|NNC ,|PMC di|RBF na|RBI magtatagal|VBTF ay|LM maghihirap|VBTF at|CCA magugutom|VBTF tayo|PRP rito|PRL .|PMP
"
1835,"Kailangan|VBS na|CCP nating|PRP_CCP makiusap|VBW kay|DTP Gugurang|NNP ,|PMC ""|PMS malungkot|JJD na|CCP sabi|VBS ni|DTP Apo|NNP Iraya|NNP .|PMP
"
1836,"Kailangan|VBS na|CCP nilang|PRP_CCP humingi|VBAF ng|CCB tulong|NNC .|PMP
"
1837,"Ngunit|CCT makakausap|VBW lamang|RBI nila|PRP si|DTP Gugurang|NNP_CCP kung|CCR sasadyain|VBTF nila|PRP ito|PRO doon|PRL sa|CCT pinakaitaas|JJCS_JJD na|CCP parte|NNC ng|CCB bundok|NNC .|PMP
"
1838,"Isang|PRI_CCP araw|NNC ,|PMC inutusan|VBOF ni|DTP Apo|NNP Iraya|NNP ang|DTC lahat|PRI na|CCP lalaking|NNC_CCP Cimarron|NNP na|CCP umakyat|VBAF sa|CCT tuktok|NNC ng|CCB Bundok|NNP Asog|NNP .|PMP  
"
1839,"""|PMS Sasama|NNP po|RBS ako|PRS sa|CCT kanila|PRSP .|PMP
"
1840,"Nais|VBS ko|PRS pong|PRO_CCP makatulong|VBW ,|PMC ""|PMS pakiusap|NNC ni|DTP Iraga|NNP .|PMP
"
1841,"Ayaw|RBF sanang|VBS_CCP payagan|VBOF ni|DTP Apo|NNP Iraya|NNP na|CCP pasamahin|VBOF ang|DTC kaniyang|PRSP_CCP kaisa|NNC -|PMS isa|PRI anak|NNC .|PMP
"
1842,"Ngunit|CCT ,|PMC para|CCT sa|CCT ikabubuti|NNC ng|CCB kaniyang|PRSP_CCP katribo|NNC ,|PMC pinasama|VBOF niya|PRS si|DTP Iraga|NNP .|PMP
"
1843,"Nang|RBW araw|RBW ring|RBI_CCP ’|PMS yon|PRO ,|PMC inakyat|VBTS nila|PRP ito|PRO ni|DTP Iraga|NNP .|PMP
"
1844,"Hiwa|NNP -|PMS hiwalay|JJD nilang|PRP_CCP binagtas|VBOF ang|DTC mga|DTCP daan|NNC papuntang|RBL_CCP bundok|NNC .|PMP
"
1845,"Madulas|NNP ang|DTC daan|NNC at|CCA marami|PRI silang|PRP_CCP bangin|NNC na|CCP dinaanan|VBTR .|PMP
"
1846,"Dahil|CCR sa|CCT sobrang|JJCS_CCP pagkauhaw|NNC ,|PMC di|RBF na|RBI nakayanang|RBD_CCP umakyat|VBAF ng|CCB ibang|PRI_CCP Cimarron|NNP .|PMP
"
1847,"Ang|DTC iba|PRI naman|RBI ay|LM naligaw|VBTS sa|CCT kagubatan|NNC .|PMP
"
1848,"Si|DTP Iraga|NNP lang|RBI ang|DTC nakarating|VBTS sa|CCT tuktok|NNC ng|CCB Asog|NNP .|PMP
"
1849,"Tiningala|NNP kaagad|RBW niya|PRS ang|DTC langit|NNC .|PMP  
"
1850,"""|PMS Tulungan|VBOF mo|PRS po|RBS kami|PRP ,|PMC Gugurang|NNC_CCP .|PMP
"
1851,"Bigyan|VBOF mo|PRS po|RBS kami|PRP ng|CCB mapagkukunan|VBW ng|CCB tubig|NNC .|PMP
"
1852,"Nais|VBS po|RBS naming|PRP_CCP mabuhay|VBW .|PMP  
"
1853,"""|PMS Lumiwanag|VBTR_VBAF ang|DTC langit|NNC at|CCA kumulog|NNC .|PMP  
"
1854,"""|PMS Ibibigay|VBTF ko|PRS ang|DTC nais|VBS ninyo|PRP ,|PMC ngunit|CCT una|CDB dapat|VBS makapagtanim|VBW kayo|PRP sa|CCT paligid|NNC ng|CCB bukid|NNC at|CCA makapatubo|VBW ng|CCB pananim|NNC .|PMP
"
1855,"Kung|RBK hindi|RBF ,|PMC puputok|VBTF ang|DTC Asog|NNP .|PMP
"
1856,"At|CCA kakailanganin|VBTF ninyong|NNC_CCP kaagad|RBD na|CCP lisanin|VBOF ang|DTC Sumagang|VBAF .|PMP  
"
1857,"""|PMS Nagmamadaling|VBTS_CCP bumaba|VBAF si|DTP Iraga|NNP pabalik|VBW sa|CCT kanilang|PRSP_CCP tribo|NNC .|PMP
"
1858,"Kumuha|VBAF sila|PRP ng|CCB mga|DTCP pananim|NNC galing|RBL sa|CCT karatig|JJD na|CCP lugar|NNC ng|CCB Sumagang|NNP .|PMP
"
1859,"Tinaniman|VBTS nila|PRP ang|DTC paligid|JJD ng|CCB bundok|NNC ,|PMC ngunit|CCT nagsilantahan|VBTS din|RBI dahil|CCR sa|CCT sobrang|JJCS_CCP init|NNC .|PMP
"
1860,"Nawawalan|VBTR na|RBI ng|CCB pag|CCR -|PMS asa|NNC ang|DTC mga|DTCP Cimarron|NNP .|PMP
"
1861,"Kaya|CCR ,|PMC naisipan|VBTS na|RBI ni|DTP Apo|NNP Iraya|NNP na|CCP lisanin|VBOF ang|DTC Sumagang|NNC_CCP bago|RBW pa|RBI sila|PRP abutan|VBOF ng|CCB pagputok|NNC .|PMP
"
1862,"Ayaw|RBF iwan|VBOF ni|DTP Iraga|NNP ang|DTC Sumagang|VBAF .|PMP
"
1863,"Malakas|JJD ang|DTC loob|NNC niya|PRS na|CCP makakapatubo|VBW siya|PRS ng|CCB pananim|NNC .|PMP  
"
1864,"""|PMS Kung|CCR iyan|PRO ang|DTC tingin|NNC mong|PRS_CCP makabubuti|VBW sa|CCT lahat|PRI ...|PMS Ilayo|RBD ka|PRS nawa|VBTS ni|DTP Gugurang|NNP sa|CCT kapahamakan|NNC .|PMP
"
1865,"Alam|VBS mo|PRS naman|RBI kung|RBK saan|RBQ kami|PRP hahanapin|VBTF ,|PMC ""|PMS utos|NNC ni|DTP Apo|NNP Iraya|NNP .|PMP
"
1866,"Patuloy|RBD na|CCP nagtanim|VBTS si|DTP Iraga|NNP .|PMP
"
1867,"Noong|RBW_CCP nagsimula|VBTS na|CCP naman|RBI silang|PRP_CCP malanta|VBW ,|PMC ginamit|VBOF na|CCP niyang|PRS_CCP pandilig|JJD ang|DTC natitira|VBTR niyang|PRS_CCP inuming|NNC -|PMS tubig|NNC .|PMP
"
1868,"Hanggang|RBW sa|CCT biglang|JJD_CCP kumulog|NNC at|CCA kumidlat|NNC .|PMP
"
1869,"Natakpan|VBTS ng|CCB maitim|JJD na|CCP ulap|NNC ang|DTC Asog|NNP .|PMP
"
1870,"Nagsimula|VBTS ring|RBI_CCP bumuhos|VBAF ang|DTC tubig|NNC mula|RBL sa|CCT itaas|JJD ng|CCB bukid|NNC .|PMP
"
1871,"Sinabayan|VBOF pa|RBI ito|PRO ng|CCB malakas|JJD na|CCP pag|CCR -|PMS ulan|NNC .|PMP
"
1872,"Nalubog|VBTS sa|CCT tubig|NNC ang|DTC buong|PRI_CCP Sumagang|VBAF .|PMP
"
1873,"Nakatakas|VBTS naman|RBI kaagad|RBD si|DTP Iraga|NNP bago|RBW pa|RBI man|RBI siya|PRS abutan|VBOF ng|CCB baha|NNC .|PMP
"
